k,sender,branch,t_ms,q_kb,q_tau0_kb,q_tau0_tau_star_kb,q_thresh_kb,r_ms,rhat_ms,theta_ms,sigma,g,g_target,R_gbps,dR_gbps_per_s,dg_per_s
19026,S,AI,190.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.237172336,33.333333333,0.0
19027,S,AI,190.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.23750567,33.333333333,0.0
19028,S,AI,190.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.237839003,33.333333333,0.0
19029,S,AI,190.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.238172336,33.333333333,0.0
19030,S,AI,190.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.23850567,33.333333333,0.0
19031,S,AI,190.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.238839003,33.333333333,0.0
19032,S,AI,190.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.239172336,33.333333333,0.0
19033,S,AI,190.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.23950567,33.333333333,0.0
19034,S,AI,190.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.239839003,33.333333333,0.0
19035,S,AI,190.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.240172336,33.333333333,0.0
19036,S,AI,190.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24050567,33.333333333,0.0
19037,S,AI,190.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.240839003,33.333333333,0.0
19038,S,AI,190.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.241172336,33.333333333,0.0
19039,S,AI,190.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24150567,33.333333333,0.0
19040,S,AI,190.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.241839003,33.333333333,0.0
19041,S,AI,190.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.242172336,33.333333333,0.0
19042,S,AI,190.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24250567,33.333333333,0.0
19043,S,AI,190.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.242839003,33.333333333,0.0
19044,S,AI,190.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.243172336,33.333333333,0.0
19045,S,AI,190.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24350567,33.333333333,0.0
19046,S,AI,190.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.243839003,33.333333333,0.0
19047,S,AI,190.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.244172336,33.333333333,0.0
19048,S,AI,190.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24450567,33.333333333,0.0
19049,S,AI,190.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.244839003,33.333333333,0.0
19050,S,AI,190.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.245172336,33.333333333,0.0
19051,S,AI,190.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24550567,33.333333333,0.0
19052,S,AI,190.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.245839003,33.333333333,0.0
19053,S,AI,190.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.246172336,33.333333333,0.0
19054,S,AI,190.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24650567,33.333333333,0.0
19055,S,AI,190.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.246839003,33.333333333,0.0
19056,S,AI,190.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.247172336,33.333333333,0.0
19057,S,AI,190.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24750567,33.333333333,0.0
19058,S,AI,190.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.247839003,33.333333333,0.0
19059,S,AI,190.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.248172336,33.333333333,0.0
19060,S,AI,190.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24850567,33.333333333,0.0
19061,S,AI,190.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.248839003,33.333333333,0.0
19062,S,AI,190.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.249172336,33.333333333,0.0
19063,S,AI,190.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.24950567,33.333333333,0.0
19064,S,AI,190.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.249839003,33.333333333,0.0
19065,S,AI,190.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.250172336,33.333333333,0.0
19066,S,AI,190.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25050567,33.333333333,0.0
19067,S,AI,190.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.250839003,33.333333333,0.0
19068,S,AI,190.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.251172336,33.333333333,0.0
19069,S,AI,190.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25150567,33.333333333,0.0
19070,S,AI,190.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.251839003,33.333333333,0.0
19071,S,AI,190.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.252172336,33.333333333,0.0
19072,S,AI,190.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25250567,33.333333333,0.0
19073,S,AI,190.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.252839003,33.333333333,0.0
19074,S,AI,190.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.253172336,33.333333333,0.0
19075,S,AI,190.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25350567,33.333333333,0.0
19076,S,AI,190.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.253839003,33.333333333,0.0
19077,S,AI,190.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.254172336,33.333333333,0.0
19078,S,AI,190.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25450567,33.333333333,0.0
19079,S,AI,190.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.254839003,33.333333333,0.0
19080,S,AI,190.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.255172336,33.333333333,0.0
19081,S,AI,190.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25550567,33.333333333,0.0
19082,S,AI,190.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.255839003,33.333333333,0.0
19083,S,AI,190.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.256172336,33.333333333,0.0
19084,S,AI,190.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25650567,33.333333333,0.0
19085,S,AI,190.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.256839003,33.333333333,0.0
19086,S,AI,190.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.257172336,33.333333333,0.0
19087,S,AI,190.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25750567,33.333333333,0.0
19088,S,AI,190.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.257839003,33.333333333,0.0
19089,S,AI,190.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.258172336,33.333333333,0.0
19090,S,AI,190.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25850567,33.333333333,0.0
19091,S,AI,190.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.258839003,33.333333333,0.0
19092,S,AI,190.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.259172336,33.333333333,0.0
19093,S,AI,190.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.25950567,33.333333333,0.0
19094,S,AI,190.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.259839003,33.333333333,0.0
19095,S,AI,190.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.260172336,33.333333333,0.0
19096,S,AI,190.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26050567,33.333333333,0.0
19097,S,AI,190.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.260839003,33.333333333,0.0
19098,S,AI,190.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.261172336,33.333333333,0.0
19099,S,AI,190.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26150567,33.333333333,0.0
19100,S,AI,191.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.261839003,33.333333333,0.0
19101,S,AI,191.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.262172336,33.333333333,0.0
19102,S,AI,191.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26250567,33.333333333,0.0
19103,S,AI,191.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.262839003,33.333333333,0.0
19104,S,AI,191.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.263172336,33.333333333,0.0
19105,S,AI,191.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26350567,33.333333333,0.0
19106,S,AI,191.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.263839003,33.333333333,0.0
19107,S,AI,191.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.264172336,33.333333333,0.0
19108,S,AI,191.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26450567,33.333333333,0.0
19109,S,AI,191.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.264839003,33.333333333,0.0
19110,S,AI,191.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.265172336,33.333333333,0.0
19111,S,AI,191.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26550567,33.333333333,0.0
19112,S,AI,191.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.265839003,33.333333333,0.0
19113,S,AI,191.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.266172336,33.333333333,0.0
19114,S,AI,191.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26650567,33.333333333,0.0
19115,S,AI,191.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.266839003,33.333333333,0.0
19116,S,AI,191.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.267172336,33.333333333,0.0
19117,S,AI,191.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26750567,33.333333333,0.0
19118,S,AI,191.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.267839003,33.333333333,0.0
19119,S,AI,191.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.268172336,33.333333333,0.0
19120,S,AI,191.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26850567,33.333333333,0.0
19121,S,AI,191.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.268839003,33.333333333,0.0
19122,S,AI,191.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.269172336,33.333333333,0.0
19123,S,AI,191.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.26950567,33.333333333,0.0
19124,S,AI,191.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.269839003,33.333333333,0.0
19125,S,AI,191.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.270172336,33.333333333,0.0
19126,S,AI,191.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27050567,33.333333333,0.0
19127,S,AI,191.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.270839003,33.333333333,0.0
19128,S,AI,191.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.271172336,33.333333333,0.0
19129,S,AI,191.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27150567,33.333333333,0.0
19130,S,AI,191.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.271839003,33.333333333,0.0
19131,S,AI,191.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.272172336,33.333333333,0.0
19132,S,AI,191.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27250567,33.333333333,0.0
19133,S,AI,191.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.272839003,33.333333333,0.0
19134,S,AI,191.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.273172336,33.333333333,0.0
19135,S,AI,191.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27350567,33.333333333,0.0
19136,S,AI,191.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.273839003,33.333333333,0.0
19137,S,AI,191.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.274172336,33.333333333,0.0
19138,S,AI,191.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27450567,33.333333333,0.0
19139,S,AI,191.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.274839003,33.333333333,0.0
19140,S,AI,191.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.275172336,33.333333333,0.0
19141,S,AI,191.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27550567,33.333333333,0.0
19142,S,AI,191.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.275839003,33.333333333,0.0
19143,S,AI,191.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.276172336,33.333333333,0.0
19144,S,AI,191.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27650567,33.333333333,0.0
19145,S,AI,191.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.276839003,33.333333333,0.0
19146,S,AI,191.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.277172336,33.333333333,0.0
19147,S,AI,191.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27750567,33.333333333,0.0
19148,S,AI,191.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.277839003,33.333333333,0.0
19149,S,AI,191.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.278172336,33.333333333,0.0
19150,S,AI,191.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27850567,33.333333333,0.0
19151,S,AI,191.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.278839003,33.333333333,0.0
19152,S,AI,191.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.279172336,33.333333333,0.0
19153,S,AI,191.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.27950567,33.333333333,0.0
19154,S,AI,191.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.279839003,33.333333333,0.0
19155,S,AI,191.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.280172336,33.333333333,0.0
19156,S,AI,191.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28050567,33.333333333,0.0
19157,S,AI,191.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.280839003,33.333333333,0.0
19158,S,AI,191.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.281172336,33.333333333,0.0
19159,S,AI,191.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28150567,33.333333333,0.0
19160,S,AI,191.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.281839003,33.333333333,0.0
19161,S,AI,191.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.282172336,33.333333333,0.0
19162,S,AI,191.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28250567,33.333333333,0.0
19163,S,AI,191.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.282839003,33.333333333,0.0
19164,S,AI,191.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.283172336,33.333333333,0.0
19165,S,AI,191.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28350567,33.333333333,0.0
19166,S,AI,191.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.283839003,33.333333333,0.0
19167,S,AI,191.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.284172336,33.333333333,0.0
19168,S,AI,191.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28450567,33.333333333,0.0
19169,S,AI,191.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.284839003,33.333333333,0.0
19170,S,AI,191.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.285172336,33.333333333,0.0
19171,S,AI,191.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28550567,33.333333333,0.0
19172,S,AI,191.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.285839003,33.333333333,0.0
19173,S,AI,191.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.286172336,33.333333333,0.0
19174,S,AI,191.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28650567,33.333333333,0.0
19175,S,AI,191.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.286839003,33.333333333,0.0
19176,S,AI,191.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.287172336,33.333333333,0.0
19177,S,AI,191.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28750567,33.333333333,0.0
19178,S,AI,191.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.287839003,33.333333333,0.0
19179,S,AI,191.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.288172336,33.333333333,0.0
19180,S,AI,191.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28850567,33.333333333,0.0
19181,S,AI,191.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.288839003,33.333333333,0.0
19182,S,AI,191.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.289172336,33.333333333,0.0
19183,S,AI,191.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.28950567,33.333333333,0.0
19184,S,AI,191.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.289839003,33.333333333,0.0
19185,S,AI,191.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.290172336,33.333333333,0.0
19186,S,AI,191.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29050567,33.333333333,0.0
19187,S,AI,191.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.290839003,33.333333333,0.0
19188,S,AI,191.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.291172336,33.333333333,0.0
19189,S,AI,191.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29150567,33.333333333,0.0
19190,S,AI,191.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.291839003,33.333333333,0.0
19191,S,AI,191.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.292172336,33.333333333,0.0
19192,S,AI,191.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29250567,33.333333333,0.0
19193,S,AI,191.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.292839003,33.333333333,0.0
19194,S,AI,191.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.293172336,33.333333333,0.0
19195,S,AI,191.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29350567,33.333333333,0.0
19196,S,AI,191.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.293839003,33.333333333,0.0
19197,S,AI,191.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.294172336,33.333333333,0.0
19198,S,AI,191.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29450567,33.333333333,0.0
19199,S,AI,191.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.294839003,33.333333333,0.0
19200,S,AI,192.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.295172336,33.333333333,0.0
19201,S,AI,192.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29550567,33.333333333,0.0
19202,S,AI,192.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.295839003,33.333333333,0.0
19203,S,AI,192.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.296172336,33.333333333,0.0
19204,S,AI,192.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29650567,33.333333333,0.0
19205,S,AI,192.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.296839003,33.333333333,0.0
19206,S,AI,192.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.297172336,33.333333333,0.0
19207,S,AI,192.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29750567,33.333333333,0.0
19208,S,AI,192.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.297839003,33.333333333,0.0
19209,S,AI,192.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.298172336,33.333333333,0.0
19210,S,AI,192.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29850567,33.333333333,0.0
19211,S,AI,192.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.298839003,33.333333333,0.0
19212,S,AI,192.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.299172336,33.333333333,0.0
19213,S,AI,192.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.29950567,33.333333333,0.0
19214,S,AI,192.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.299839003,33.333333333,0.0
19215,S,AI,192.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.300172336,33.333333333,0.0
19216,S,AI,192.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30050567,33.333333333,0.0
19217,S,AI,192.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.300839003,33.333333333,0.0
19218,S,AI,192.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.301172336,33.333333333,0.0
19219,S,AI,192.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30150567,33.333333333,0.0
19220,S,AI,192.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.301839003,33.333333333,0.0
19221,S,AI,192.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.302172336,33.333333333,0.0
19222,S,AI,192.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30250567,33.333333333,0.0
19223,S,AI,192.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.302839003,33.333333333,0.0
