k,sender,branch,t_ms,q_kb,q_tau0_kb,q_tau0_tau_star_kb,q_thresh_kb,r_ms,rhat_ms,theta_ms,sigma,g,g_target,R_gbps,dR_gbps_per_s,dg_per_s
41106,S,AI,411.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.597172336,33.333333333,0.0
41107,S,AI,411.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59750567,33.333333333,0.0
41108,S,AI,411.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.597839003,33.333333333,0.0
41109,S,AI,411.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.598172336,33.333333333,0.0
41110,S,AI,411.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59850567,33.333333333,0.0
41111,S,AI,411.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.598839003,33.333333333,0.0
41112,S,AI,411.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.599172336,33.333333333,0.0
41113,S,AI,411.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.59950567,33.333333333,0.0
41114,S,AI,411.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.599839003,33.333333333,0.0
41115,S,AI,411.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.600172336,33.333333333,0.0
41116,S,AI,411.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60050567,33.333333333,0.0
41117,S,AI,411.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.600839003,33.333333333,0.0
41118,S,AI,411.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.601172336,33.333333333,0.0
41119,S,AI,411.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60150567,33.333333333,0.0
41120,S,AI,411.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.601839003,33.333333333,0.0
41121,S,AI,411.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.602172336,33.333333333,0.0
41122,S,AI,411.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60250567,33.333333333,0.0
41123,S,AI,411.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.602839003,33.333333333,0.0
41124,S,AI,411.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.603172336,33.333333333,0.0
41125,S,AI,411.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60350567,33.333333333,0.0
41126,S,AI,411.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.603839003,33.333333333,0.0
41127,S,AI,411.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.604172336,33.333333333,0.0
41128,S,AI,411.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60450567,33.333333333,0.0
41129,S,AI,411.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.604839003,33.333333333,0.0
41130,S,AI,411.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.605172336,33.333333333,0.0
41131,S,AI,411.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60550567,33.333333333,0.0
41132,S,AI,411.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.605839003,33.333333333,0.0
41133,S,AI,411.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.606172336,33.333333333,0.0
41134,S,AI,411.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60650567,33.333333333,0.0
41135,S,AI,411.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.606839003,33.333333333,0.0
41136,S,AI,411.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.607172336,33.333333333,0.0
41137,S,AI,411.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60750567,33.333333333,0.0
41138,S,AI,411.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.607839003,33.333333333,0.0
41139,S,AI,411.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.608172336,33.333333333,0.0
41140,S,AI,411.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60850567,33.333333333,0.0
41141,S,AI,411.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.608839003,33.333333333,0.0
41142,S,AI,411.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.609172336,33.333333333,0.0
41143,S,AI,411.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.60950567,33.333333333,0.0
41144,S,AI,411.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.609839003,33.333333333,0.0
41145,S,AI,411.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.610172336,33.333333333,0.0
41146,S,AI,411.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61050567,33.333333333,0.0
41147,S,AI,411.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.610839003,33.333333333,0.0
41148,S,AI,411.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.611172336,33.333333333,0.0
41149,S,AI,411.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61150567,33.333333333,0.0
41150,S,AI,411.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.611839003,33.333333333,0.0
41151,S,AI,411.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.612172336,33.333333333,0.0
41152,S,AI,411.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61250567,33.333333333,0.0
41153,S,AI,411.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.612839003,33.333333333,0.0
41154,S,AI,411.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.613172336,33.333333333,0.0
41155,S,AI,411.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61350567,33.333333333,0.0
41156,S,AI,411.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.613839003,33.333333333,0.0
41157,S,AI,411.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.614172336,33.333333333,0.0
41158,S,AI,411.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61450567,33.333333333,0.0
41159,S,AI,411.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.614839003,33.333333333,0.0
41160,S,AI,411.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.615172336,33.333333333,0.0
41161,S,AI,411.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61550567,33.333333333,0.0
41162,S,AI,411.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.615839003,33.333333333,0.0
41163,S,AI,411.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.616172336,33.333333333,0.0
41164,S,AI,411.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61650567,33.333333333,0.0
41165,S,AI,411.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.616839003,33.333333333,0.0
41166,S,AI,411.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.617172336,33.333333333,0.0
41167,S,AI,411.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61750567,33.333333333,0.0
41168,S,AI,411.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.617839003,33.333333333,0.0
41169,S,AI,411.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.618172336,33.333333333,0.0
41170,S,AI,411.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61850567,33.333333333,0.0
41171,S,AI,411.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.618839003,33.333333333,0.0
41172,S,AI,411.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.619172336,33.333333333,0.0
41173,S,AI,411.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.61950567,33.333333333,0.0
41174,S,AI,411.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.619839003,33.333333333,0.0
41175,S,AI,411.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.620172336,33.333333333,0.0
41176,S,AI,411.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62050567,33.333333333,0.0
41177,S,AI,411.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.620839003,33.333333333,0.0
41178,S,AI,411.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.621172336,33.333333333,0.0
41179,S,AI,411.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62150567,33.333333333,0.0
41180,S,AI,411.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.621839003,33.333333333,0.0
41181,S,AI,411.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.622172336,33.333333333,0.0
41182,S,AI,411.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62250567,33.333333333,0.0
41183,S,AI,411.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.622839003,33.333333333,0.0
41184,S,AI,411.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.623172336,33.333333333,0.0
41185,S,AI,411.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62350567,33.333333333,0.0
41186,S,AI,411.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.623839003,33.333333333,0.0
41187,S,AI,411.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.624172336,33.333333333,0.0
41188,S,AI,411.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62450567,33.333333333,0.0
41189,S,AI,411.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.624839003,33.333333333,0.0
41190,S,AI,411.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.625172336,33.333333333,0.0
41191,S,AI,411.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62550567,33.333333333,0.0
41192,S,AI,411.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.625839003,33.333333333,0.0
41193,S,AI,411.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.626172336,33.333333333,0.0
41194,S,AI,411.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62650567,33.333333333,0.0
41195,S,AI,411.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.626839003,33.333333333,0.0
41196,S,AI,411.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.627172336,33.333333333,0.0
41197,S,AI,411.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62750567,33.333333333,0.0
41198,S,AI,411.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.627839003,33.333333333,0.0
41199,S,AI,411.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.628172336,33.333333333,0.0
41200,S,AI,412.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62850567,33.333333333,0.0
41201,S,AI,412.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.628839003,33.333333333,0.0
41202,S,AI,412.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.629172336,33.333333333,0.0
41203,S,AI,412.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.62950567,33.333333333,0.0
41204,S,AI,412.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.629839003,33.333333333,0.0
41205,S,AI,412.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.630172336,33.333333333,0.0
41206,S,AI,412.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63050567,33.333333333,0.0
41207,S,AI,412.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.630839003,33.333333333,0.0
41208,S,AI,412.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.631172336,33.333333333,0.0
41209,S,AI,412.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63150567,33.333333333,0.0
41210,S,AI,412.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.631839003,33.333333333,0.0
41211,S,AI,412.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.632172336,33.333333333,0.0
41212,S,AI,412.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63250567,33.333333333,0.0
41213,S,AI,412.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.632839003,33.333333333,0.0
41214,S,AI,412.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.633172336,33.333333333,0.0
41215,S,AI,412.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63350567,33.333333333,0.0
41216,S,AI,412.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.633839003,33.333333333,0.0
41217,S,AI,412.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.634172336,33.333333333,0.0
41218,S,AI,412.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63450567,33.333333333,0.0
41219,S,AI,412.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.634839003,33.333333333,0.0
41220,S,AI,412.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.635172336,33.333333333,0.0
41221,S,AI,412.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63550567,33.333333333,0.0
41222,S,AI,412.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.635839003,33.333333333,0.0
41223,S,AI,412.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.636172336,33.333333333,0.0
41224,S,AI,412.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63650567,33.333333333,0.0
41225,S,AI,412.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.636839003,33.333333333,0.0
41226,S,AI,412.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.637172336,33.333333333,0.0
41227,S,AI,412.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63750567,33.333333333,0.0
41228,S,AI,412.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.637839003,33.333333333,0.0
41229,S,AI,412.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.638172336,33.333333333,0.0
41230,S,AI,412.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63850567,33.333333333,0.0
41231,S,AI,412.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.638839003,33.333333333,0.0
41232,S,AI,412.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.639172336,33.333333333,0.0
41233,S,AI,412.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.63950567,33.333333333,0.0
41234,S,AI,412.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.639839003,33.333333333,0.0
41235,S,AI,412.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.640172336,33.333333333,0.0
41236,S,AI,412.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64050567,33.333333333,0.0
41237,S,AI,412.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.640839003,33.333333333,0.0
41238,S,AI,412.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.641172336,33.333333333,0.0
41239,S,AI,412.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64150567,33.333333333,0.0
41240,S,AI,412.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.641839003,33.333333333,0.0
41241,S,AI,412.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.642172336,33.333333333,0.0
41242,S,AI,412.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64250567,33.333333333,0.0
41243,S,AI,412.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.642839003,33.333333333,0.0
41244,S,AI,412.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.643172336,33.333333333,0.0
41245,S,AI,412.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64350567,33.333333333,0.0
41246,S,AI,412.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.643839003,33.333333333,0.0
41247,S,AI,412.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.644172336,33.333333333,0.0
41248,S,AI,412.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64450567,33.333333333,0.0
41249,S,AI,412.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.644839003,33.333333333,0.0
41250,S,AI,412.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.645172336,33.333333333,0.0
41251,S,AI,412.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64550567,33.333333333,0.0
41252,S,AI,412.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.645839003,33.333333333,0.0
41253,S,AI,412.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.646172336,33.333333333,0.0
41254,S,AI,412.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64650567,33.333333333,0.0
41255,S,AI,412.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.646839003,33.333333333,0.0
41256,S,AI,412.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.647172336,33.333333333,0.0
41257,S,AI,412.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64750567,33.333333333,0.0
41258,S,AI,412.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.647839003,33.333333333,0.0
41259,S,AI,412.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.648172336,33.333333333,0.0
41260,S,AI,412.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64850567,33.333333333,0.0
41261,S,AI,412.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.648839003,33.333333333,0.0
41262,S,AI,412.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.649172336,33.333333333,0.0
41263,S,AI,412.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.64950567,33.333333333,0.0
41264,S,AI,412.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.649839003,33.333333333,0.0
41265,S,AI,412.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.650172336,33.333333333,0.0
41266,S,AI,412.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65050567,33.333333333,0.0
41267,S,AI,412.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.650839003,33.333333333,0.0
41268,S,AI,412.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.651172336,33.333333333,0.0
41269,S,AI,412.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65150567,33.333333333,0.0
41270,S,AI,412.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.651839003,33.333333333,0.0
41271,S,AI,412.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.652172336,33.333333333,0.0
41272,S,AI,412.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65250567,33.333333333,0.0
41273,S,AI,412.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.652839003,33.333333333,0.0
41274,S,AI,412.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.653172336,33.333333333,0.0
41275,S,AI,412.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65350567,33.333333333,0.0
41276,S,AI,412.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.653839003,33.333333333,0.0
41277,S,AI,412.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.654172336,33.333333333,0.0
41278,S,AI,412.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65450567,33.333333333,0.0
41279,S,AI,412.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.654839003,33.333333333,0.0
41280,S,AI,412.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.655172336,33.333333333,0.0
41281,S,AI,412.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65550567,33.333333333,0.0
41282,S,AI,412.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.655839003,33.333333333,0.0
41283,S,AI,412.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.656172336,33.333333333,0.0
41284,S,AI,412.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65650567,33.333333333,0.0
41285,S,AI,412.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.656839003,33.333333333,0.0
41286,S,AI,412.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.657172336,33.333333333,0.0
41287,S,AI,412.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65750567,33.333333333,0.0
41288,S,AI,412.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.657839003,33.333333333,0.0
41289,S,AI,412.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.658172336,33.333333333,0.0
41290,S,AI,412.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65850567,33.333333333,0.0
41291,S,AI,412.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.658839003,33.333333333,0.0
41292,S,AI,412.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.659172336,33.333333333,0.0
41293,S,AI,412.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.65950567,33.333333333,0.0
41294,S,AI,412.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.659839003,33.333333333,0.0
41295,S,AI,412.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.660172336,33.333333333,0.0
41296,S,AI,412.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.66050567,33.333333333,0.0
41297,S,AI,412.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.660839003,33.333333333,0.0
41298,S,AI,412.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.661172336,33.333333333,0.0
41299,S,AI,412.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.66150567,33.333333333,0.0
41300,S,AI,413.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.661839003,33.333333333,0.0
41301,S,AI,413.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.662172336,33.333333333,0.0
41302,S,AI,413.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.66250567,33.333333333,0.0
41303,S,AI,413.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,99.662839003,33.333333333,0.0
